time(UTC);RH
2025-03-22 12:50:00;52,75
2025-03-22 13:00:00;51,75
2025-03-22 13:10:00;51,43333333333334
2025-03-22 13:20:00;51,11666666666667
2025-03-22 13:30:00;50,8
2025-03-22 13:40:00;50,483333333333334
2025-03-22 13:50:00;50,16666666666667
2025-03-22 14:00:00;49,85
2025-03-22 14:10:00;49,266666666666666
2025-03-22 14:20:00;48,68333333333334
2025-03-22 14:30:00;48,1
2025-03-22 14:40:00;47,516666666666666
2025-03-22 14:50:00;46,93333333333334
2025-03-22 15:00:00;46,35
2025-03-22 15:10:00;46,35
2025-03-22 15:20:00;46,35
2025-03-22 15:30:00;46,35
2025-03-22 15:40:00;46,35
2025-03-22 15:50:00;46,35
2025-03-22 16:00:00;46,35
2025-03-22 16:10:00;46,93333333333334
2025-03-22 16:20:00;47,516666666666666
2025-03-22 16:30:00;48,1
2025-03-22 16:40:00;48,68333333333334
2025-03-22 16:50:00;49,266666666666666
2025-03-22 17:00:00;49,85
2025-03-22 17:10:00;51,875
2025-03-22 17:20:00;53,9
2025-03-22 17:30:00;55,925
2025-03-22 17:40:00;57,95
2025-03-22 17:50:00;59,975
2025-03-22 18:00:00;62,0
2025-03-22 18:10:00;64,06666666666666
2025-03-22 18:20:00;66,13333333333334
2025-03-22 18:30:00;68,2
2025-03-22 18:40:00;70,26666666666667
2025-03-22 18:50:00;72,33333333333334
2025-03-22 19:00:00;74,4
2025-03-22 19:10:00;74,85000000000001
2025-03-22 19:20:00;75,3
2025-03-22 19:30:00;75,75
2025-03-22 19:40:00;76,2
2025-03-22 19:50:00;76,64999999999999
2025-03-22 20:00:00;77,1
2025-03-22 20:10:00;78,56666666666666
2025-03-22 20:20:00;80,03333333333333
2025-03-22 20:30:00;81,5
2025-03-22 20:40:00;82,96666666666667
2025-03-22 20:50:00;84,43333333333334
2025-03-22 21:00:00;85,9
2025-03-22 21:10:00;86,97500000000001
2025-03-22 21:20:00;88,05
2025-03-22 21:30:00;89,125
2025-03-22 21:40:00;90,2
2025-03-22 21:50:00;91,27499999999999
2025-03-22 22:00:00;92,35
2025-03-22 22:10:00;92,35
2025-03-22 22:20:00;92,35
2025-03-22 22:30:00;92,35
2025-03-22 22:40:00;92,35
2025-03-22 22:50:00;92,35
2025-03-22 23:00:00;92,35
2025-03-22 23:10:00;92,34166666666667
2025-03-22 23:20:00;92,33333333333333
2025-03-22 23:30:00;92,32499999999999
2025-03-22 23:40:00;92,31666666666666
2025-03-22 23:50:00;92,30833333333334
2025-03-23 00:00:00;92,3
2025-03-23 00:10:00;92,29166666666666
2025-03-23 00:20:00;92,28333333333333
2025-03-23 00:30:00;92,275
2025-03-23 00:40:00;92,26666666666667
2025-03-23 00:50:00;92,25833333333333
2025-03-23 01:00:00;92,25
2025-03-23 01:10:00;92,825
2025-03-23 01:20:00;93,4
2025-03-23 01:30:00;93,975
2025-03-23 01:40:00;94,55
2025-03-23 01:50:00;95,125
2025-03-23 02:00:00;95,7
2025-03-23 02:10:00;95,10833333333333
2025-03-23 02:20:00;94,51666666666667
2025-03-23 02:30:00;93,92500000000001
2025-03-23 02:40:00;93,33333333333334
2025-03-23 02:50:00;92,74166666666667
2025-03-23 03:00:00;92,15
2025-03-23 03:10:00;91,575
2025-03-23 03:20:00;91,0
2025-03-23 03:30:00;90,42500000000001
2025-03-23 03:40:00;89,85000000000001
2025-03-23 03:50:00;89,275
2025-03-23 04:00:00;88,7
2025-03-23 04:10:00;88,69166666666666
2025-03-23 04:20:00;88,68333333333334
2025-03-23 04:30:00;88,67500000000001
2025-03-23 04:40:00;88,66666666666667
2025-03-23 04:50:00;88,65833333333333
2025-03-23 05:00:00;88,65
2025-03-23 05:10:00;89,21666666666667
2025-03-23 05:20:00;89,78333333333333
2025-03-23 05:30:00;90,35
2025-03-23 05:40:00;90,91666666666667
2025-03-23 05:50:00;91,48333333333333
2025-03-23 06:00:00;92,05
2025-03-23 06:10:00;91,48333333333333
2025-03-23 06:20:00;90,91666666666667
2025-03-23 06:30:00;90,35
2025-03-23 06:40:00;89,78333333333333
2025-03-23 06:50:00;89,21666666666667
2025-03-23 07:00:00;88,65
2025-03-23 07:10:00;87,10000000000001
2025-03-23 07:20:00;85,55
2025-03-23 07:30:00;84,0
2025-03-23 07:40:00;82,45
2025-03-23 07:50:00;80,89999999999999
2025-03-23 08:00:00;79,35
2025-03-23 08:10:00;76,725
2025-03-23 08:20:00;74,1
2025-03-23 08:30:00;71,475
2025-03-23 08:40:00;68,85
2025-03-23 08:50:00;66,225
2025-03-23 09:00:00;63,6
2025-03-23 09:10:00;61,175
2025-03-23 09:20:00;58,75
2025-03-23 09:30:00;56,325
2025-03-23 09:40:00;53,9
2025-03-23 09:50:00;51,474999999999994
2025-03-23 10:00:00;49,05
2025-03-23 10:10:00;47,925
2025-03-23 10:20:00;46,8
2025-03-23 10:30:00;45,675
2025-03-23 10:40:00;44,55
2025-03-23 10:50:00;43,425
2025-03-23 11:00:00;42,3
2025-03-23 11:10:00;41,81666666666666
2025-03-23 11:20:00;41,33333333333333
2025-03-23 11:30:00;40,849999999999994
2025-03-23 11:40:00;40,36666666666667
2025-03-23 11:50:00;39,88333333333333
2025-03-23 12:00:00;39,4
2025-03-23 12:10:00;38,95
2025-03-23 12:20:00;38,5
2025-03-23 12:30:00;38,05
2025-03-23 12:40:00;37,6
2025-03-23 12:50:00;37,150000000000006
2025-03-23 13:00:00;36,7
2025-03-23 13:10:00;35,858333333333334
2025-03-23 13:20:00;35,016666666666666
2025-03-23 13:30:00;34,175
2025-03-23 13:40:00;33,333333333333336
2025-03-23 13:50:00;32,49166666666667
2025-03-23 14:00:00;31,65
2025-03-23 14:10:00;31,474999999999998
2025-03-23 14:20:00;31,3
2025-03-23 14:30:00;31,125
2025-03-23 14:40:00;30,95
2025-03-23 14:50:00;30,775000000000002
2025-03-23 15:00:00;30,6
2025-03-23 15:10:00;30,8
2025-03-23 15:20:00;31,0
2025-03-23 15:30:00;31,200000000000003
2025-03-23 15:40:00;31,400000000000002
2025-03-23 15:50:00;31,6
2025-03-23 16:00:00;31,8
2025-03-23 16:10:00;32,40833333333333
2025-03-23 16:20:00;33,016666666666666
2025-03-23 16:30:00;33,625
2025-03-23 16:40:00;34,233333333333334
2025-03-23 16:50:00;34,84166666666667
2025-03-23 17:00:00;35,45
2025-03-23 17:10:00;36,391666666666666
2025-03-23 17:20:00;37,333333333333336
2025-03-23 17:30:00;38,275000000000006
2025-03-23 17:40:00;39,21666666666667
2025-03-23 17:50:00;40,15833333333333
2025-03-23 18:00:00;41,1
2025-03-23 18:10:00;42,45
2025-03-23 18:20:00;43,800000000000004
2025-03-23 18:30:00;45,150000000000006
2025-03-23 18:40:00;46,5
2025-03-23 18:50:00;47,85
2025-03-23 19:00:00;49,2
2025-03-23 19:10:00;49,475
2025-03-23 19:20:00;49,75
2025-03-23 19:30:00;50,025000000000006
2025-03-23 19:40:00;50,300000000000004
2025-03-23 19:50:00;50,575
2025-03-23 20:00:00;50,85
2025-03-23 20:10:00;51,483333333333334
2025-03-23 20:20:00;52,11666666666667
2025-03-23 20:30:00;52,75
2025-03-23 20:40:00;53,38333333333333
2025-03-23 20:50:00;54,016666666666666
2025-03-23 21:00:00;54,65
2025-03-23 21:10:00;55,34166666666667
2025-03-23 21:20:00;56,03333333333333
2025-03-23 21:30:00;56,724999999999994
2025-03-23 21:40:00;57,416666666666664
2025-03-23 21:50:00;58,108333333333334
2025-03-23 22:00:00;58,8
2025-03-23 22:10:00;59,541666666666664
2025-03-23 22:20:00;60,28333333333333
2025-03-23 22:30:00;61,025
2025-03-23 22:40:00;61,766666666666666
2025-03-23 22:50:00;62,50833333333333
2025-03-23 23:00:00;63,25
2025-03-23 23:10:00;63,65
2025-03-23 23:20:00;64,05
2025-03-23 23:30:00;64,45
2025-03-23 23:40:00;64,85000000000001
2025-03-23 23:50:00;65,25
2025-03-24 00:00:00;65,65
2025-03-24 00:10:00;66,49166666666667
2025-03-24 00:20:00;67,33333333333334
2025-03-24 00:30:00;68,17500000000001
2025-03-24 00:40:00;69,01666666666667
2025-03-24 00:50:00;69,85833333333333
2025-03-24 01:00:00;70,7
2025-03-24 01:10:00;70,68333333333334
2025-03-24 01:20:00;70,66666666666667
2025-03-24 01:30:00;70,65
2025-03-24 01:40:00;70,63333333333333
2025-03-24 01:50:00;70,61666666666666
2025-03-24 02:00:00;70,6
2025-03-24 02:10:00;71,51666666666667
2025-03-24 02:20:00;72,43333333333332
2025-03-24 02:30:00;73,35
2025-03-24 02:40:00;74,26666666666667
2025-03-24 02:50:00;75,18333333333332
2025-03-24 03:00:00;76,1
2025-03-24 03:10:00;75,61666666666666
2025-03-24 03:20:00;75,13333333333333
2025-03-24 03:30:00;74,65
2025-03-24 03:40:00;74,16666666666667
2025-03-24 03:50:00;73,68333333333334
2025-03-24 04:00:00;73,2
2025-03-24 04:10:00;73,66666666666667
2025-03-24 04:20:00;74,13333333333334
2025-03-24 04:30:00;74,6
2025-03-24 04:40:00;75,06666666666666
2025-03-24 04:50:00;75,53333333333333
2025-03-24 05:00:00;76,0
2025-03-24 05:10:00;76,49166666666667
2025-03-24 05:20:00;76,98333333333333
2025-03-24 05:30:00;77,475
2025-03-24 05:40:00;77,96666666666667
2025-03-24 05:50:00;78,45833333333334
2025-03-24 06:00:00;78,95
2025-03-24 06:10:00;78,45833333333334
2025-03-24 06:20:00;77,96666666666667
2025-03-24 06:30:00;77,475
2025-03-24 06:40:00;76,98333333333333
2025-03-24 06:50:00;76,49166666666667
2025-03-24 07:00:00;76,0
2025-03-24 07:10:00;75,56666666666666
2025-03-24 07:20:00;75,13333333333334
2025-03-24 07:30:00;74,7
2025-03-24 07:40:00;74,26666666666667
2025-03-24 07:50:00;73,83333333333334
2025-03-24 08:00:00;73,4
2025-03-24 08:10:00;70,96666666666667
2025-03-24 08:20:00;68,53333333333333
2025-03-24 08:30:00;66,1
2025-03-24 08:40:00;63,666666666666664
2025-03-24 08:50:00;61,233333333333334
2025-03-24 09:00:00;58,8
2025-03-24 09:10:00;57,5
2025-03-24 09:20:00;56,199999999999996
2025-03-24 09:30:00;54,9
2025-03-24 09:40:00;53,6
2025-03-24 09:50:00;52,3
2025-03-24 10:00:00;51,0
2025-03-24 10:10:00;49,86666666666667
2025-03-24 10:20:00;48,733333333333334
2025-03-24 10:30:00;47,6
2025-03-24 10:40:00;46,46666666666667
2025-03-24 10:50:00;45,333333333333336
2025-03-24 11:00:00;44,2
2025-03-24 11:10:00;43,725
2025-03-24 11:20:00;43,25
2025-03-24 11:30:00;42,775000000000006
2025-03-24 11:40:00;42,300000000000004
2025-03-24 11:50:00;41,825
2025-03-24 12:00:00;41,35
2025-03-24 12:10:00;40,458333333333336
2025-03-24 12:20:00;39,56666666666667
2025-03-24 12:30:00;38,675
2025-03-24 12:40:00;37,78333333333333
2025-03-24 12:50:00;36,891666666666666
2025-03-24 13:00:00;36,0
2025-03-24 13:10:00;35,6
2025-03-24 13:20:00;35,2
2025-03-24 13:30:00;34,8
2025-03-24 13:40:00;34,4
2025-03-24 13:50:00;34,0
2025-03-24 14:00:00;33,6
2025-03-24 14:10:00;33,208333333333336
2025-03-24 14:20:00;32,81666666666667
2025-03-24 14:30:00;32,425
2025-03-24 14:40:00;32,03333333333333
2025-03-24 14:50:00;31,641666666666666
2025-03-24 15:00:00;31,25
2025-03-24 15:10:00;31,075
2025-03-24 15:20:00;30,9
2025-03-24 15:30:00;30,725
2025-03-24 15:40:00;30,55
2025-03-24 15:50:00;30,375
2025-03-24 16:00:00;30,2
2025-03-24 16:10:00;30,375
2025-03-24 16:20:00;30,55
2025-03-24 16:30:00;30,725
2025-03-24 16:40:00;30,9
2025-03-24 16:50:00;31,075
2025-03-24 17:00:00;31,25
2025-03-24 17:10:00;32,791666666666664
2025-03-24 17:20:00;34,333333333333336
2025-03-24 17:30:00;35,875
2025-03-24 17:40:00;37,416666666666664
2025-03-24 17:50:00;38,958333333333336
2025-03-24 18:00:00;40,5
2025-03-24 18:10:00;41,5
2025-03-24 18:20:00;42,5
2025-03-24 18:30:00;43,5
2025-03-24 18:40:00;44,5
2025-03-24 18:50:00;45,5
2025-03-24 19:00:00;46,5
2025-03-24 19:10:00;48,0
2025-03-24 19:20:00;49,5
2025-03-24 19:30:00;51,0
2025-03-24 19:40:00;52,5
2025-03-24 19:50:00;54,0
2025-03-24 20:00:00;55,5
2025-03-24 20:10:00;57,325
2025-03-24 20:20:00;59,15
2025-03-24 20:30:00;60,975
2025-03-24 20:40:00;62,800000000000004
2025-03-24 20:50:00;64,625
2025-03-24 21:00:00;66,45
2025-03-24 21:10:00;66,41666666666667
2025-03-24 21:20:00;66,38333333333334
2025-03-24 21:30:00;66,35
2025-03-24 21:40:00;66,31666666666666
2025-03-24 21:50:00;66,28333333333333
2025-03-24 22:00:00;66,25
2025-03-24 22:10:00;66,64166666666667
2025-03-24 22:20:00;67,03333333333333
2025-03-24 22:30:00;67,425
2025-03-24 22:40:00;67,81666666666666
2025-03-24 22:50:00;68,20833333333333
2025-03-24 23:00:00;68,6
2025-03-24 23:10:00;68,58333333333333
2025-03-24 23:20:00;68,56666666666666
2025-03-24 23:30:00;68,55
2025-03-24 23:40:00;68,53333333333333
2025-03-24 23:50:00;68,51666666666667
2025-03-25 00:00:00;68,5
2025-03-25 00:10:00;68,5
2025-03-25 00:20:00;68,5
2025-03-25 00:30:00;68,5
2025-03-25 00:40:00;68,5
2025-03-25 00:50:00;68,5
2025-03-25 01:00:00;68,5
2025-03-25 01:10:00;68,5
2025-03-25 01:20:00;68,5
2025-03-25 01:30:00;68,5
2025-03-25 01:40:00;68,5
2025-03-25 01:50:00;68,5
2025-03-25 02:00:00;68,5
2025-03-25 02:10:00;68,925
2025-03-25 02:20:00;69,35
2025-03-25 02:30:00;69,775
2025-03-25 02:40:00;70,2
2025-03-25 02:50:00;70,625
2025-03-25 03:00:00;71,05
2025-03-25 03:10:00;72,43333333333334
2025-03-25 03:20:00;73,81666666666666
2025-03-25 03:30:00;75,19999999999999
2025-03-25 03:40:00;76,58333333333333
2025-03-25 03:50:00;77,96666666666667
2025-03-25 04:00:00;79,35
2025-03-25 04:10:00;79,84166666666667
2025-03-25 04:20:00;80,33333333333333
2025-03-25 04:30:00;80,82499999999999
2025-03-25 04:40:00;81,31666666666666
2025-03-25 04:50:00;81,80833333333334
2025-03-25 05:00:00;82,3
2025-03-25 05:10:00;82,825
2025-03-25 05:20:00;83,35
2025-03-25 05:30:00;83,875
2025-03-25 05:40:00;84,4
2025-03-25 05:50:00;84,925
2025-03-25 06:00:00;85,45
2025-03-25 06:10:00;85,45
2025-03-25 06:20:00;85,45
2025-03-25 06:30:00;85,45
2025-03-25 06:40:00;85,45
2025-03-25 06:50:00;85,45
2025-03-25 07:00:00;85,45
2025-03-25 07:10:00;84,975
2025-03-25 07:20:00;84,5
2025-03-25 07:30:00;84,025
2025-03-25 07:40:00;83,55
2025-03-25 07:50:00;83,07499999999999
2025-03-25 08:00:00;82,6
2025-03-25 08:10:00;79,925
2025-03-25 08:20:00;77,25
2025-03-25 08:30:00;74,57499999999999
2025-03-25 08:40:00;71,89999999999999
2025-03-25 08:50:00;69,225
2025-03-25 09:00:00;66,55
2025-03-25 09:10:00;64,40833333333333
2025-03-25 09:20:00;62,266666666666666
2025-03-25 09:30:00;60,125
2025-03-25 09:40:00;57,983333333333334
2025-03-25 09:50:00;55,84166666666667
2025-03-25 10:00:00;53,7
2025-03-25 10:10:00;52,233333333333334
2025-03-25 10:20:00;50,766666666666666
2025-03-25 10:30:00;49,3
2025-03-25 10:40:00;47,833333333333336
2025-03-25 10:50:00;46,36666666666667
2025-03-25 11:00:00;44,9
2025-03-25 11:10:00;43,675
2025-03-25 11:20:00;42,449999999999996
2025-03-25 11:30:00;41,224999999999994
2025-03-25 11:40:00;40,0
2025-03-25 11:50:00;38,775
2025-03-25 12:00:00;37,55
2025-03-25 12:10:00;37,34166666666666
2025-03-25 12:20:00;37,13333333333333
2025-03-25 12:30:00;36,925
2025-03-25 12:40:00;36,71666666666666
2025-03-25 12:50:00;36,50833333333333
2025-03-25 13:00:00;36,3
2025-03-25 13:10:00;36,06666666666666
2025-03-25 13:20:00;35,83333333333333
2025-03-25 13:30:00;35,599999999999994
2025-03-25 13:40:00;35,36666666666667
2025-03-25 13:50:00;35,13333333333333
2025-03-25 14:00:00;34,9
2025-03-25 14:10:00;34,925
2025-03-25 14:20:00;34,949999999999996
2025-03-25 14:30:00;34,974999999999994
2025-03-25 14:40:00;35,0
2025-03-25 14:50:00;35,025
2025-03-25 15:00:00;35,05
2025-03-25 15:10:00;35,25833333333333
2025-03-25 15:20:00;35,46666666666666
2025-03-25 15:30:00;35,675
2025-03-25 15:40:00;35,88333333333333
2025-03-25 15:50:00;36,09166666666666
2025-03-25 16:00:00;36,3
2025-03-25 16:10:00;37,233333333333334
2025-03-25 16:20:00;38,166666666666664
2025-03-25 16:30:00;39,099999999999994
2025-03-25 16:40:00;40,03333333333333
2025-03-25 16:50:00;40,96666666666667
2025-03-25 17:00:00;41,9
2025-03-25 17:10:00;43,266666666666666
2025-03-25 17:20:00;44,63333333333333
2025-03-25 17:30:00;46,0
2025-03-25 17:40:00;47,36666666666667
2025-03-25 17:50:00;48,733333333333334
2025-03-25 18:00:00;50,1
2025-03-25 18:10:00;51,4
2025-03-25 18:20:00;52,7
2025-03-25 18:30:00;54,0
2025-03-25 18:40:00;55,3
2025-03-25 18:50:00;56,6
2025-03-25 19:00:00;57,9
2025-03-25 19:10:00;58,6
2025-03-25 19:20:00;59,3
2025-03-25 19:30:00;60,0
2025-03-25 19:40:00;60,7
2025-03-25 19:50:00;61,4
2025-03-25 20:00:00;62,1
2025-03-25 20:10:00;63,266666666666666
2025-03-25 20:20:00;64,43333333333334
2025-03-25 20:30:00;65,6
2025-03-25 20:40:00;66,76666666666667
2025-03-25 20:50:00;67,93333333333332
2025-03-25 21:00:00;69,1
2025-03-25 21:10:00;69,94999999999999
2025-03-25 21:20:00;70,8
2025-03-25 21:30:00;71,65
2025-03-25 21:40:00;72,5
2025-03-25 21:50:00;73,35
2025-03-25 22:00:00;74,2
2025-03-25 22:10:00;74,65833333333333
2025-03-25 22:20:00;75,11666666666667
2025-03-25 22:30:00;75,575
2025-03-25 22:40:00;76,03333333333333
2025-03-25 22:50:00;76,49166666666667
2025-03-25 23:00:00;76,95
2025-03-25 23:10:00;77,90833333333333
2025-03-25 23:20:00;78,86666666666667
2025-03-25 23:30:00;79,825
2025-03-25 23:40:00;80,78333333333333
2025-03-25 23:50:00;81,74166666666667
2025-03-26 00:00:00;82,7
2025-03-26 00:10:00;83,75
2025-03-26 00:20:00;84,8
2025-03-26 00:30:00;85,85
2025-03-26 00:40:00;86,9
2025-03-26 00:50:00;87,95
2025-03-26 01:00:00;89,0
2025-03-26 01:10:00;88,99166666666667
2025-03-26 01:20:00;88,98333333333333
2025-03-26 01:30:00;88,975
2025-03-26 01:40:00;88,96666666666667
2025-03-26 01:50:00;88,95833333333334
2025-03-26 02:00:00;88,95
2025-03-26 02:10:00;89,50833333333334
2025-03-26 02:20:00;90,06666666666666
2025-03-26 02:30:00;90,625
2025-03-26 02:40:00;91,18333333333334
2025-03-26 02:50:00;91,74166666666666
2025-03-26 03:00:00;92,3
2025-03-26 03:10:00;92,29166666666666
2025-03-26 03:20:00;92,28333333333333
2025-03-26 03:30:00;92,275
2025-03-26 03:40:00;92,26666666666667
2025-03-26 03:50:00;92,25833333333333
2025-03-26 04:00:00;92,25
2025-03-26 04:10:00;91,68333333333334
2025-03-26 04:20:00;91,11666666666666
2025-03-26 04:30:00;90,55
2025-03-26 04:40:00;89,98333333333333
2025-03-26 04:50:00;89,41666666666666
2025-03-26 05:00:00;88,85
2025-03-26 05:10:00;89,41666666666666
2025-03-26 05:20:00;89,98333333333333
2025-03-26 05:30:00;90,55
2025-03-26 05:40:00;91,11666666666666
2025-03-26 05:50:00;91,68333333333334
2025-03-26 06:00:00;92,25
2025-03-26 06:10:00;92,25
2025-03-26 06:20:00;92,25
2025-03-26 06:30:00;92,25
2025-03-26 06:40:00;92,25
2025-03-26 06:50:00;92,25
2025-03-26 07:00:00;92,25
2025-03-26 07:10:00;90,68333333333334
2025-03-26 07:20:00;89,11666666666666
2025-03-26 07:30:00;87,55
2025-03-26 07:40:00;85,98333333333333
2025-03-26 07:50:00;84,41666666666666
2025-03-26 08:00:00;82,85
2025-03-26 08:10:00;81,90833333333333
2025-03-26 08:20:00;80,96666666666667
2025-03-26 08:30:00;80,025
2025-03-26 08:40:00;79,08333333333333
2025-03-26 08:50:00;78,14166666666667
2025-03-26 09:00:00;77,2
2025-03-26 09:10:00;75,525
2025-03-26 09:20:00;73,85000000000001
2025-03-26 09:30:00;72,17500000000001
2025-03-26 09:40:00;70,5
2025-03-26 09:50:00;68,825
2025-03-26 10:00:00;67,15
2025-03-26 10:10:00;66,78333333333333
2025-03-26 10:20:00;66,41666666666667
2025-03-26 10:30:00;66,05000000000001
2025-03-26 10:40:00;65,68333333333334
2025-03-26 10:50:00;65,31666666666666
2025-03-26 11:00:00;64,95
2025-03-26 11:10:00;62,900000000000006
2025-03-26 11:20:00;60,85
2025-03-26 11:30:00;58,8
2025-03-26 11:40:00;56,75
2025-03-26 11:50:00;54,7
2025-03-26 12:00:00;52,65
2025-03-26 12:10:00;51,775
2025-03-26 12:20:00;50,9
2025-03-26 12:30:00;50,025
2025-03-26 12:40:00;49,15
2025-03-26 12:50:00;48,275
2025-03-26 13:00:00;47,4
2025-03-26 13:10:00;47,4
2025-03-26 13:20:00;47,4
2025-03-26 13:30:00;47,4
2025-03-26 13:40:00;47,4
2025-03-26 13:50:00;47,4
2025-03-26 14:00:00;47,4
2025-03-26 14:10:00;47,95833333333333
2025-03-26 14:20:00;48,516666666666666
2025-03-26 14:30:00;49,075
2025-03-26 14:40:00;49,63333333333333
2025-03-26 14:50:00;50,19166666666666
2025-03-26 15:00:00;50,75
2025-03-26 15:10:00;51,36666666666667
2025-03-26 15:20:00;51,983333333333334
2025-03-26 15:30:00;52,6
2025-03-26 15:40:00;53,21666666666667
2025-03-26 15:50:00;53,833333333333336
2025-03-26 16:00:00;54,45
2025-03-26 16:10:00;55,458333333333336
2025-03-26 16:20:00;56,46666666666667
2025-03-26 16:30:00;57,475
2025-03-26 16:40:00;58,483333333333334
2025-03-26 16:50:00;59,49166666666667
2025-03-26 17:00:00;60,5
2025-03-26 17:10:00;61,608333333333334
2025-03-26 17:20:00;62,71666666666667
2025-03-26 17:30:00;63,825
2025-03-26 17:40:00;64,93333333333334
2025-03-26 17:50:00;66,04166666666667
2025-03-26 18:00:00;67,15
2025-03-26 18:10:00;68,40833333333333
2025-03-26 18:20:00;69,66666666666667
2025-03-26 18:30:00;70,92500000000001
2025-03-26 18:40:00;72,18333333333334
2025-03-26 18:50:00;73,44166666666666
2025-03-26 19:00:00;74,7
2025-03-26 19:10:00;75,14166666666667
2025-03-26 19:20:00;75,58333333333333
2025-03-26 19:30:00;76,025
2025-03-26 19:40:00;76,46666666666667
2025-03-26 19:50:00;76,90833333333333
2025-03-26 20:00:00;77,35
2025-03-26 20:10:00;77,81666666666666
2025-03-26 20:20:00;78,28333333333333
2025-03-26 20:30:00;78,75
2025-03-26 20:40:00;79,21666666666667
2025-03-26 20:50:00;79,68333333333334
2025-03-26 21:00:00;80,15
2025-03-26 21:10:00;80,64166666666667
2025-03-26 21:20:00;81,13333333333334
2025-03-26 21:30:00;81,625
2025-03-26 21:40:00;82,11666666666666
2025-03-26 21:50:00;82,60833333333333
2025-03-26 22:00:00;83,1
2025-03-26 22:10:00;83,1
2025-03-26 22:20:00;83,1
2025-03-26 22:30:00;83,1
2025-03-26 22:40:00;83,1
2025-03-26 22:50:00;83,1
2025-03-26 23:00:00;83,1
2025-03-26 23:10:00;83,1
2025-03-26 23:20:00;83,1
2025-03-26 23:30:00;83,1
2025-03-26 23:40:00;83,1
2025-03-26 23:50:00;83,1
2025-03-27 00:00:00;83,1
2025-03-27 00:10:00;84,13333333333333
2025-03-27 00:20:00;85,16666666666666
2025-03-27 00:30:00;86,19999999999999
2025-03-27 00:40:00;87,23333333333333
2025-03-27 00:50:00;88,26666666666667
2025-03-27 01:00:00;89,3
2025-03-27 01:10:00;88,76666666666667
2025-03-27 01:20:00;88,23333333333333
2025-03-27 01:30:00;87,69999999999999
2025-03-27 01:40:00;87,16666666666666
2025-03-27 01:50:00;86,63333333333333
2025-03-27 02:00:00;86,1
2025-03-27 02:10:00;86,625
2025-03-27 02:20:00;87,14999999999999
2025-03-27 02:30:00;87,675
2025-03-27 02:40:00;88,2
2025-03-27 02:50:00;88,725
2025-03-27 03:00:00;89,25
2025-03-27 03:10:00;89,24166666666667
2025-03-27 03:20:00;89,23333333333333
2025-03-27 03:30:00;89,225
2025-03-27 03:40:00;89,21666666666667
2025-03-27 03:50:00;89,20833333333334
2025-03-27 04:00:00;89,2
2025-03-27 04:10:00;89,19166666666666
2025-03-27 04:20:00;89,18333333333334
2025-03-27 04:30:00;89,17500000000001
2025-03-27 04:40:00;89,16666666666667
2025-03-27 04:50:00;89,15833333333333
2025-03-27 05:00:00;89,15
2025-03-27 05:10:00;88,61666666666667
2025-03-27 05:20:00;88,08333333333334
2025-03-27 05:30:00;87,55000000000001
2025-03-27 05:40:00;87,01666666666667
2025-03-27 05:50:00;86,48333333333333
2025-03-27 06:00:00;85,95
2025-03-27 06:10:00;85,43333333333334
2025-03-27 06:20:00;84,91666666666667
2025-03-27 06:30:00;84,4
2025-03-27 06:40:00;83,88333333333333
2025-03-27 06:50:00;83,36666666666666
2025-03-27 07:00:00;82,85
2025-03-27 07:10:00;80,08333333333333
2025-03-27 07:20:00;77,31666666666666
2025-03-27 07:30:00;74,55
2025-03-27 07:40:00;71,78333333333333
2025-03-27 07:50:00;69,01666666666667
2025-03-27 08:00:00;66,25
2025-03-27 08:10:00;63,68333333333334
2025-03-27 08:20:00;61,11666666666667
2025-03-27 08:30:00;58,55
2025-03-27 08:40:00;55,983333333333334
2025-03-27 08:50:00;53,41666666666667
2025-03-27 09:00:00;50,85
2025-03-27 09:10:00;49,675
2025-03-27 09:20:00;48,5
2025-03-27 09:30:00;47,325
2025-03-27 09:40:00;46,15
2025-03-27 09:50:00;44,974999999999994
2025-03-27 10:00:00;43,8
2025-03-27 10:10:00;43,3
2025-03-27 10:20:00;42,8
2025-03-27 10:30:00;42,3
2025-03-27 10:40:00;41,8
2025-03-27 10:50:00;41,3
2025-03-27 11:00:00;40,8
2025-03-27 11:10:00;40,33333333333333
2025-03-27 11:20:00;39,86666666666667
2025-03-27 11:30:00;39,4
2025-03-27 11:40:00;38,93333333333333
2025-03-27 11:50:00;38,46666666666667
2025-03-27 12:00:00;38,0
2025-03-27 12:10:00;37,80833333333334
2025-03-27 12:20:00;37,61666666666667
2025-03-27 12:30:00;37,425
2025-03-27 12:40:00;37,233333333333334
2025-03-27 12:50:00;37,04166666666667
2025-03-27 13:00:00;36,85
2025-03-27 13:10:00;36,875
2025-03-27 13:20:00;36,9
2025-03-27 13:30:00;36,925
2025-03-27 13:40:00;36,95
2025-03-27 13:50:00;36,975
2025-03-27 14:00:00;37,0
2025-03-27 14:10:00;37,025
2025-03-27 14:20:00;37,05
2025-03-27 14:30:00;37,075
2025-03-27 14:40:00;37,1
2025-03-27 14:50:00;37,125
2025-03-27 15:00:00;37,15
2025-03-27 15:10:00;37,15
2025-03-27 15:20:00;37,15
2025-03-27 15:30:00;37,15
2025-03-27 15:40:00;37,15
2025-03-27 15:50:00;37,15
2025-03-27 16:00:00;37,15
2025-03-27 16:10:00;37,61666666666667
2025-03-27 16:20:00;38,083333333333336
